ID,sentence,label,language
561,ଏହାର ପୂର୍ବ ସଂସ୍କରଣ ତୁଳନାରେ କ୍ୱାଲିଟି ଖରାପ ହୋଇଛି। ଯେପରି ବିଜ୍ଞାପନ ଦିଆଯାଏ ସେହିପରି ଏହି ଡିଓ ଅଧିକ ସମୟ ରହେ ନାହିଁ ଏବଂ ପ୍ରାୟତଃ ଏହା 6 ଘଣ୍ଟାରୁ କମ କାମ କରେ |,Negative,or
562,ശുദ്ധമായ കോട്ടൺ ആണെങ്കിലും മനോഹരമായ ഡിസൈനുകളും ഫാസ്റ്റ് നിറങ്ങളും. ഇതിനകം മൂന്നെണ്ണം ഓർഡർ ചെയ്തിട്ടുണ്ട്.,Positive,ml
563,"ఇది ఇప్పుడు డస్ట్ ఫిల్టర్లను కలిగి ఉంది, ఇది చిన్న ధూళి కణాలు కూడా ఇల్లు లేదా గదిలోకి ప్రవేశించకుండా తనిఖీ చేస్తుంది. చివరగా, మనం ఇళ్ళ లోపల కాలుష్యం యొక్క భయం లేకుండా నిద్రపోవచ్చు.",Positive,te
564,ಉತ್ತಮವಾಗಿ ನಿರ್ವಹಣೆ ಮಾಡಿಲ್ಲ. ಅಲ್ಲದೆ ಬೇರೆ ಏನನ್ನು ನಿರೀಕ್ಷಿಸುವುದು ಉಚಿತವಾಗಿ #ಸಮಾಜದ ಜನರಿಗೆ ಮಾತ್ರ,Negative,kn
565,"बेयो आं दासिम मोननाय मोनसे जोबोद गोसो बोनो हानाय मोजां बिजों जाय नोंखौ फटʼ, सुंदʼ सुंदʼ भिदिअ, नोंनि साननाय-हनाय, बिबुंथि, सानस्रिफोरखौ उदाङै सेयार खालामनो गनायथि होयो। नोंनि एकाउन्टजों गोरलैयै लिंक, सावगारि आरो आइदाखौ पस्ट खालामनायनि अनगायैबो नों खेबसेनो गासैखौबो बुकमार्क खालामखानायबो जायो।",Positive,bd
566,"పాకెట్‌లు చిన్నవిగా ఉంటాయి, కెమెరా యాక్ససరీలకు అనుగుణంగా వేరు చేయబడవు.",Negative,te
567,এলসিডি ডিসপ্লে নেই এবং ক্লিপার ও কাঁচি অকেজো।,Negative,bn
568,ಈ ಅಪ್ಲಿಕೇಶನ್ ಕೇವಲ ಕೆಲವು ಕ್ಲಿಕ್ಗಳೊಂದಿಗೆ ನಿಮ್ಮ ಜಾಹೀರಾತಿಗಾಗಿ ಹೆಚ್ಚಿನ ರೆಸಲ್ಯೂಶನ್ ಪೋಸ್ಟ್‌ಗಳು ಮತ್ತು ವಾಲ್‌ಪೇಪರ್‌ಗಳನ್ನು ಬಳಸಲು ನಿಮಗೆ ಅನುಮತಿಸುತ್ತದೆ.,Positive,kn
569,"67 మిమీ త్రెడ్ సైజు, గ్రీన్ కోటింగ్ మరియు ఆప్టికల్ గ్లాస్‌లు ‌అధిక నాణ్యతతో ఉంటాయి.",Positive,te
570,કિંમત થોડી ઉંચી છે. કેટલાક પ્રસંગોએ પીરસવામાં આવતા ખોરાકની ગુણવત્તા યોગ્ય હોતી નથી.,Negative,gu
571,"आबुं, गोरोबफ्लेनाय आरो गासैबो महरनि सैमा सरासनस्रायै फिसा जाथोनि सैमाखौ गोख्रों लाखिनो थाखाय भिटामिन आरो मिनारेल होफानाय। गोथाव बे सैमानि आदारखौ मोजां ट्रेयाव सिलखौ बोखारब्लानो जानो हानाय रोखोमै होनाय जादों। बे आदारा मानसियाबो जानो लुबैथाव थाव मोदोमफ्रु मोदोमथारो। बेखौ जेराव गोसो जायो बेयाव लांफानो हानायनिबो खाबु दं।",Positive,bd
572,ਅਸੈਂਬਲੀ ਵਿੱਚ ਸਮੱਸਿਆ ਹੈ ਅਤੇ ਕੱਪੜੇ ਦੀ ਹੂਡ ਕਾਫੀ ਨਹੀਂ ਸੀ ਅਤੇ ਘੱਟ ਕੁਆਲਿਟੀ ਦੀ ਹੈ।,Negative,pa
573,"""હંમેશાં સમયસર, ઉપડવાનું અથવા ઉતરાણ કરતી હોવાનું જોવા મળે છે.""",Positive,gu
574,இது குளிர்சாதன பெட்டிகள் மற்றும் வாட்டர் ஹீட்டர்கள் போன்ற பல சாதனங்களை சப்போர்ட் செய்யாது. இதைப் பற்றி எனக்கு முன்பே தெரியப்படுத்தாதது வேடிக்கையாக இருக்கிறது,Negative,ta
575,"-ৰ আল্ট্ৰা বাছ আৰু গেমিং মোডৰ বাহিৰেও ভাল EQ মোড আছে। EQ-এ অডিঅ' সংকেতত বেলেন্স মিলাব যি কিছুমান ফ্ৰিকোৱেন্সী বৃদ্ধি বা কৰ্তন কৰাৰ সুবিধা দিয়ে, মূলতঃ বাছ (লো), মিড, বা ট্ৰেবল (হাই)বাবে ভলিউম নিয়ন্ত্ৰণ।",Positive,as
576,"ഓറിയന്റിന്റെ ടവർ എയർ കൂളറിന്റെ ടാങ്കിന്റെ ശേഷി 12 ലിറ്ററാണ്. ഇത് റീഫിൽ ചെയ്യാതെ 2-3 ദിവസത്തേക്ക് പ്രവർത്തിക്കുന്നു, ഇതുപോലുള്ള ചെറിയ വലിപ്പത്തിലുള്ള കൂളറുകളിൽ ഇത് പ്രതീക്ഷിക്കുന്നില്ല.",Positive,ml
577,"""पेन्सिलफोरा गोरा, स्रेम स्रेम आरो गाब फोननाय समाव थाब थाब बायो; नोंनि सावगारि बोनायखौ मोजां नुहोनाय जखानि बिजौखौ नांगौ रोखोम गाब फोनाखै। धैजʼ फोरोंनो लुबैयोब्ला नों बेखौ गथʼफोरनो होनो हायो; नाथाय नों गोसो होथाबना बाहायनो लुबैयोब्ला बेयो रां गारनायनि अनगा जेबो नङा।""",Negative,bd
578,بھاری لینس والے موبائل فونز اور کیمروں کے ساتھ مطابقت نہیں رکھتا ہے، صرف 3 لیول لاکنگ ہے اور کوئی لیول انڈیکیٹر نہیں ہے۔,Negative,ur
579,ਇਸ ਤਰ੍ਹਾਂ ਲੱਗ ਰਿਹਾ ਸੀ ਜਿਵੇਂ ਗਾਇਕ ਭੌਂਕਣ ਵਾਲੇ ਕੁੱਤਿਆਂ ਵਾਂਗ ਇੱਕ ਦੂਜੇ ਉੱਤੇ ਚੀਕ ਅਤੇ ਸ਼ੋਰ ਮਚਾ ਰਹੇ ਸਨ!,Negative,pa
580,"यह वास्तविक कहानियां हैं और यही समस्या भी है, जिसमें मौत और एक दूसरे पर हमला करने वाले जानवर शामिल हैं। जो कि नैतिकता सिखाने का सबसे अच्छा तरीका नहीं है। मुझे इन 20 किताबों में से 7 को अलग रखना पड़ा, क्योंकि मुझे लगा कि मेरा 2 साल का बच्चा ऐसे उदाहरणों के लिए तैयार नहीं है।",Negative,hi
581,నా స్నేహితుల టైమ్‌లైన్ ఫోటోల విభాగంలో నేను ఎంచుకున్న ఫోటోలను చూడలేకపోయాను. ఇది బహిరంగంగా పంచుకోబడినట్లుగా ధృవీకరించిన తరువాత కూడా ఇది నలుపు లేదా ఖాళీగా చూపించబడుతుంది.,Negative,te
582,"ஷேர்டு பாத்ரூம்களில் குறைந்தபட்ச சுத்தம் கூட இல்லை, சோப்பு போன்ற குறைந்தபட்ச வசதிகள் மிகவும் விலையுயர்ந்த சிங்கிள் பெட்ரூமின் குளியலறைகளில் கூட வழங்கப்படுவதில்லை (எனவே ஒரு நீண்ட விமானப் பயணத்திற்கு பின்னர் மற்றும் விமான நிலையத்திலிருந்து நீண்ட பயணத்திற்குப் பின்னர் நிறைவாக குளித்த உணர்வு இல்லை). மேலும், பேக்அப் பவர் சோர்ஸ் கிடைக்காமல் அடிக்கடி பவர்கட் காரணமாக வைஃபை தடைபட்டது.",Negative,ta
583,ਇਸ ਗਿਟਾਰ ਨੂੰ ਟਿਊਨ ਕਰਨਾ ਔਖਾ ਨਹੀਂ ਹੈ ਅਤੇ ਵਾਇਰਿੰਗ ਵੀ ਇੰਨੀ ਚੰਗੀ ਨਹੀਂ ਹੈ।,Negative,pa
584,ಪಿಕ್ಸರ್ ರಾಟಾಟೋಯಿಂಗ್ ಮತ್ತು ಯಾರೂ ಗಮನಿಸುವುದಿಲ್ಲ ಎಂದು ಭಾವಿಸಿದ ಅದ್ಭುತ ಚಲನಚಿತ್ರವನ್ನು ಕಿತ್ತುಹಾಕಲು ಪ್ರಯತ್ನಿಸಿದೆ ಎಂದು ನನಗೆ ನಂಬಲು ಸಾಧ್ಯವಿಲ್ಲವೇ?ಇದೊಂದು ಹಾಸ್ಯಾಸ್ಪದ.,Negative,kn
585,"माझ्या 5 वर्षाच्या मुलासाठी उन्हाळ्याच्या सुट्टीत उजळणी करण्याकरता आम्ही ते घेतले आहे आणि त्याला ते खूपच आवडते. आकर्षक संख्यांचे आकार, प्राण्यांची चित्रे असलेले हे एक ॲक्टिव्हिटीवर भर देणारे पुस्तक आहे.",Positive,mr
586,এসএসপিসি দিয়ে তৈরি কঙ্ক্রিটের জল প্রতিরোধ ক্ষমতা ওপিসির তুলনায় বেশি।,Positive,bn
587,"ഇന്നത്തെ കാലത്ത് കെട്ടുകഥകൾ വളരെ സത്യമാണെന്ന് തോന്നും. സാഗർ ആര്യ ആഖ്യാനത്തിൽ വളരെ മികച്ചതാണ്, അദ്ദേഹത്തിന്റെ അഭിനയവും ശബ്ദവും കഥയിലുടനീളം ശ്രോതാവിനെ ബന്ധിപ്പിച്ച് നിർത്തുന്നു.",Positive,ml
588,बेयाव गोजाम माराठि सावथुन आरो बिसोरनि वेबसिरिजनि बांसिनानो गुनगोनां लेङाइ बिमुंजों लोगोसे सोफानाय दं। माराठिफोरा जेरै दोनो बिदियै!,Positive,bd
589,ਬਿਲਕੁਲ ਬੇਕਾਰ ਐਪ! ਮੈਂ ਇਸਦੀ ਵਰਤੋਂ ਸਿਰਫ ਪਹਿਲਾਂ ਹੀ ਅੱਪਲੋਡ ਕੀਤੇ ਵੀਡੀਓਜ਼ ਵਿੱਚ ਟਾਇਟਲ ਜੋੜਨ ਲਈ ਕਰ ਸਕਦਾ ਹਾਂ ਜੋ ਮੈਂ ਸਿਰਫ਼ ਮੁੱਖ ਐਪ ਰਾਹੀਂ ਅੱਪਲੋਡ ਕਰ ਸਕਦਾ ਹਾਂ!,Negative,pa
590,હજામત કરવી ખરેખર સરળ છે. વાળ સરળતાથી અને કોઈ પણ સમસ્યા વિના બહાર આવે છે. તે દોષરહિત રીતે કામ કરે છે.,Positive,gu
591,"ಮೈಕ್ರೋಸಾಫ್ಟ್ ಯಾವಾಗಲೂ ಅದರ ಸಲುವಾಗಿ ಅದನ್ನು ನೀಡುವ ಈ ಅಭ್ಯಾಸವನ್ನು ಹೊಂದಿದೆ. ಧ್ವನಿ ಕ್ರ್ಯಾಕಿಂಗ್, ವೀಡಿಯೊ ಲ್ಯಾಗಿಂಗ್, ಇಂಟರ್ಫೇಸ್ನಲ್ಲಿ ಹ್ಯಾಂಗಿಂಗ್ ಮಾಡುವುದು ಹೆಸರಿಸಲು ಕೆಲವೇ ಸಮಸ್ಯೆಗಳಾಗಿವೆ, ಎಂದಿಗೂ ಕೊನೆಗೊಳ್ಳದ ಪಟ್ಟಿ ಇದೆ.",Negative,kn
592,SSPC তাপৰ অত্যাধিক পৰিৱৰ্তন অৰ্থাৎ হিমায়িত হোৱা আৰু গলি যোৱা অৱস্থা প্ৰতিৰোধ কৰিব নোৱাৰে।,Negative,as
593,মই নাভাবো যে ই ছালৰ গাঢ়তা মসৃণ বা বগা কৰে। ৰোল-অনটো আৰ্দ্ৰতা আধাৰিত আৰু এতিয়ালৈকে মোৰ ছালৰ গাঢ়তাত কোনো পাৰ্থক্য দেখা নাই।,Negative,as
594,ଟିକେ ଅଧିକ ମୂଲ୍ୟ |,Negative,or
595,नवशिक्यांसाठी आणि मध्यम पातळीला असलेल्या लोकांसाठी सर्वोत्तम आहे आणि हे स्वस्तसुद्धा आहे.,Positive,mr
596,ہر آپریٹنگ سسٹم اور یہاں تک کہ اسمارٹ فونز کے ساتھ مطابقت پذیری ہے,Positive,ur
597,"ହ୍ୟାଣ୍ଡଲ୍ ଆରାମଦାୟକ ଏବଂ ଗ୍ରିପି ଅଟେ | ଦଉଡ଼ିର କ୍ୱାଲିଟି ବହୁତ ଭଲ, ଟିକିଏ ବିସ୍ତାର ଅଛି ଯାହା ହଠାତ୍ ଆଘାତକୁ ଏଡାଇବାରେ ସାହାଯ୍ୟ କରେ, ଏହାର କିଛି ପ୍ରତିଫଳିତ ଅଂଶ ମଧ୍ୟ ଅଛି | ହୁକ୍ ଲଗାଇବା ମଧ୍ୟ ସହଜ ଏବଂ ଭଲ କ୍ୱାଲିଟିର ଅଟେ | ଶିକୁଳିର ମୋଟ ଲମ୍ବ ପ୍ରାୟ 5 ଫୁଟ |",Positive,or
598,فٹنگ تھوڑا سا مضحکہ خیز ہے اور میں نے بغیر آستین کا آرڈر دیا ہے لیکن اس کے باوجود وہ آستین والے کپڑے بھیجتے ہیں۔ یہ ایک خوفناک تجربہ تھا!!!,Negative,ur
599,"কম আয়ুৰ্বেদিক, অধিক ৰাসায়নিক পদাৰ্থ আছে। বিষাক্ত ৰাসায়নিক পদাৰ্থৰে ভৰা।",Negative,as
600,"നമ്മുടെ ഇന്ത്യയുടെ ബാഡ്മിന്റൺ അഭിമാനം അവളുടെ ജീവിതം പകർത്താൻ കൂടുതൽ മികച്ച സ്ക്രിപ്റ്റും തിരക്കഥയും നല്ല അഭിനേതാക്കളും അർഹിക്കുന്നു. പരിനീതി നമ്മുടെ ഇതിഹാസത്തിന് അടുത്തെങ്ങുമില്ല, സൈനയെ അവതരിപ്പിക്കുന്നതിൽ പരിനീതി ദയനീയമാണ്.",Negative,ml
601,50 لیٹر ٹینک کے ساتھ فٹ ہے۔ یہ ریفلز کے تناؤ کے بغیر کولر کو کئی دنوں تک موثر رکھتا ہے۔,Positive,ur
602,"বহুলোকে উল্লেখ কৰিছে যে তেওঁলোকে এই শ্বাটলৰ স্কাৰ্টটো ভাল পাইছিল। সেয়েহে, মই যোৱা সপ্তাহত এটা কিনিছিলো আৰু গম পাইছিলো যে ইয়াত প্লাষ্টিকৰ নৰম স্কাৰ্ট আছে আৰু দেখিবলৈ বহুত ভাল।",Positive,as
603,"इसमें कॉर्न है, कॉर्न आम तौर पर एक फिलर है और कुछ खास न्यूट्रिशनल वैल्यू प्रदान नहीं करती और एलर्जी और अन्य स्किन इश् इस्तेमाल  का कारण बनती है।",Negative,hi
604,बे सावथुनाव जारिमिनखौ फिदिं फिदा दिन्थिदों होनना महाराष्ठ्रनि साफ्रोम मानसियानो बुंगोन। जारिमिनखौ जोबोद गुलाय गुजाय खालामदों।,Negative,bd
605,ఈ రకమైన ఇతర ఇన్వర్టర్ల వలె శబ్దాలను ఉత్పత్తి చేయదు. ఇది అంత ఉపశమనం కలిగిస్తుంది,Positive,te
606,സജീവമായ നോയിസ് റദ്ദാക്കൽ ഏറ്റവും നന്നായി പ്രോത്സാഹിപ്പിക്കുന്നു. പക്ഷെ എന്നെ സംബന്ധിച്ച് എന്തൊരു അത്ഭുതമാണ്. നേരെ വിപരീതം,Negative,ml
607,"அற்புதமான இடம், இசையுடன் நன்கு பராமரிக்கப்படும் நீச்சல் குளம் தான் இங்கு சிறப்பு. உணவு மிகவும் நன்றாகவும் சுவையாகவும் இருக்கிறது, மெயின் கோர்ஸ் எப்போதும் கடல் உணவாக இருக்கிறது; கார் பார்க்கிங் செய்ய இடமும் எப்போதும் கிடைக்கும்.",Positive,ta
608,"ଏକ ଉତ୍ତମ ଆପ୍, ଆପଣ ଯେକୌଣସି ଭାଷାରେ ସମସ୍ତ ସଂଗୀତ ପାଇପାରିବେ | ପରାମର୍ଶଗୁଡିକ ବହୁତ ଭଲ, ଧ୍ୱନି ଗୁଣ ମଧ୍ୟ ଆଶ୍ଚର୍ଯ୍ୟଜନକ |",Positive,or
609,బిస్కెట్‌లకు ఉండే చప్పిడి రుచి వాటిని తక్కువ ఇష్టపడే ఎంపికగా చేస్తుంది,Negative,te
610,تاریک، افسردہ کرنے والی، موافقت کی بات کی جاتی ہے اور ایک ہرن کو مارنے کے بعد، اس کی زندگی ختم ہونے تک وہ اس کی آنکھوں میں دیکھتے ہیں۔ یہ بچوں کے لیے نہیں ہے، جب تک کہ آپ نہیں چاہتے کہ آپ کے بچے افسردہ ہوں۔,Negative,ur
611,অসাধারণ জায়গা যার প্রধান আকর্ষণ হল সঙ্গীতের সাথে সুসঙ্গঠিত সুইমিং পুল। খাবারটিও খুব ভালো এবং সুস্বাদু এবং প্রধান কোর্স সবসময় সামুদ্রিক খাবারের উপর ফোকাস করে; এছাড়াও গাড়ী পার্কিং স্থান সবসময় উপলব্ধ।,Positive,bn
612,"પૂલ બાર અને સંગીત સાથે સરસ, વાતાવરણ ઘણું સારું છે, સ્ટાફ મદદગાર અને નમ્ર છે. જમવાનું પણ સારું છે.",Positive,gu
613,نرم فنشنگ کے ساتھ نائلون سے بنا ہوا مضبوط ڈاگ بیلٹ جس میں کتا آرام محسوس کرتا ہے۔ پٹے والا کتے کا کالر قابل ایڈجسٹ ہے اور تمام کتوں کو آسانی سے فٹ ہوسکتا ہے۔,Positive,ur
614,ਮੈਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰ ਸਕਦਾ ਕਿ ਪਿਕਸਰ ਨੇ ਰੇਟਾਟੋਇੰਗ ਨਾਂ ਦੀ ਇਸ ਅਦਭੁਤ ਫਿਲਮ ਨੂੰ ਬਰਬਾਦ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕੀਤੀ ਹੈ ਅਤੇ ਸੋਚਿਆ ਕਿ ਕੋਈ ਵੀ ਧਿਆਨ ਨਹੀਂ ਦੇਵੇਗਾ? ਇਹ ਹਾਸੋਹੀਣਾ ਹੈ।,Negative,pa
615,நாள் முழுவதும் சருமத்தை ஈரப்பதத்துடன் வைத்திருக்கும்.,Positive,ta
616,ఇది మన్నికైనది కాదు.,Negative,te
617,କଣ୍ଡେନ୍ସର ମାଇକ୍ ଏହାକୁ ଅଧିକ ପ୍ରାକୃତିକ ଧ୍ୱନି ଥିବା ଅନେକ ଅଞ୍ଚଳରେ ଅନୁପଯୁକ୍ତ କରିଥାଏ,Negative,or
618,"ਇੱਕ ਸਮਗਰੀ ਦੇ ਰੂਪ ਵਿੱਚ, ਕੋਟਿੰਗ ਤੋਂ ਬਿਨਾਂ, ਸਿਰਫ ਆਮ ਸ਼ੀਸ਼ੇ ਦੀ ਵਰਤੋਂ ਕੀਤੀ ਜਾਂਦੀ ਹੈ।",Negative,pa
619,"కోవిడ్ దాడి తరువాత, ధర నిజంగా పెరిగింది, దాదాపు 30% ఎక్కువ, కాబట్టి ఇది డీల్ బ్రేకర్.",Negative,te
620,"તેને આકૃતિ દોરવા સાથે કોઈ લેવાદેવા નથી. પુસ્તકનું વર્ણન ભ્રામક છે, મારા પૈસા અને સમયનો બગાડ થયો. ખૂબ નિરાશાજનક !!",Negative,gu
621,उत्पादनाची किंमत कमी करण्यासाठी हे लोक कमी दर्जाचे साहित्य वापरतात ज्यामुळे उत्पादनाचा दर्जा कमी होतो.,Negative,mr
622,"సోనోడైన్ టవర్ స్పీకర్‌కు ఇన్ బిల్ట్ వూఫర్ ఉంది మరియు అందువల్ల బాహ్యంగా మరొకదాన్ని జోడించడానికి ఆప్షన్ లేదు. అవుట్ డోర్ పార్టీలకు, సౌండ్ డిఫ్యూజన్ కారణంగా బాస్ తగినంతగా కనిపించదు.",Negative,te
623,ପ୍ଲାଟଫର୍ମଗୁଡିକ ବହୁତ ପରିଷ୍କାର ନୁହେଁ,Negative,or
624,ਵਰਤੀ ਗਈ ਸਮੱਗਰੀ ਚੰਗੀ ਨਹੀਂ ਹੈ ਅਤੇ ਇਹ ਵਾਟਰਪ੍ਰੂਫ ਨਹੀਂ ਹੈ,Negative,pa
625,"साऊंड मास्टर मल्टीमिडीया प्लेयर अजूनही USB विरहीत, वायर जोडलेला प्लेयर आहे. सध्याच्या प्रगत कनेक्टिंग वैशिष्ट्यांच्या काळात एवढ्या वायर्स होऊन जाण्याची मी कल्पनाच करू शकत नाही.",Negative,mr
626,ਸਾਊਂਡਬਾਰ ਸਿਰਫ਼ ਸਟੈਂਡਰਡ ਅਤੇ ਗੇਮ ਮੋਡਾਂ ਦਾ ਸਮਰਥਨ ਕਰਦਾ ਹੈ। ਕਲਾਸੀਕਲ ਜਾਂ ਜੈਜ਼ ਸੰਗੀਤ ਵਰਗੀਆਂ ਹੋਰ ਸੂਖਮ ਚੀਜ਼ਾਂ ਲਈ ਇਸਦੀ ਸਿਫ਼ਾਰਸ਼ ਨਹੀਂ ਕੀਤੀ ਜਾਂਦੀ।,Negative,pa
627,ماڈل ٹی وی ایس اسپورٹ ماڈل کے لیے، انجن میں پاور اور ریفائنمنٹ کی کمی تھی اور کچھ خریداروں کے مطابق ٹیوب لیس ٹائر اور فرنٹ ڈسک بریک جیسی خصوصیات کی کمی تھی۔,Negative,ur
628,ఫార్చ్యూన్ చక్కి ఫ్రెష్ ఆట్టా మంచి క్వాలిటీ గల చక్కీ ఆట్టా మరియు మృదువైన రోటీలను తయారు చేస్తుంది. ఇది మిమ్మల్ని ఎప్పటికీ నిరుత్సాహపరచదు.,Positive,te
629,লয়েড ইনভার্টার এসিতে ক্ষয় সুরক্ষার সাথে একটি অ্যালুমিনিয়াম কয়েল রয়েছে। এটি পণ্যের খরচ কমানোর পাশাপাশি স্থায়িত্বও কমিয়ে দেয়।,Positive,bn
630,"""ಅವರ ಬ್ರಾಂಡ್ ಇಮೇಜ್ಗೆ ನಿಜ, ಪೆನ್ಸಿಲ್ಗಳು ನಯವಾದ ಮತ್ತು ಚೂಪಾದವಾಗಿವೆ. ಅವರು ನಿಮಗೆ ಯೋಗ್ಯವಾದ ಫಲಿತಾಂಶವನ್ನು ನೀಡಲು ಕತ್ತಲೆಯಾಗಿದ್ದರೂ ಅಚ್ಚುಕಟ್ಟಾಗಿರುತ್ತಾರೆ. ಶಾಲಾ ಮಕ್ಕಳಿಗೆ ಸೂಕ್ತವಾಗಿದೆ. ”",Positive,kn
631,"माझ्यावर विश्वास ठेवा, यामध्ये अगदी भन्साळी शैलीला साजेल असा अर्थ, चकचकाट आणि सौंदर्य आहे! पण हा चित्रपट केवळ नेत्रसुखद आहे असे नाही तर त्याच्या कथेत, पटकथेमध्ये, दिग्दर्शनात किंवा अभिनयात किंवा केमिस्ट्रीमध्ये खोली आणि तीव्रता दिसते..त्यामुळे, एक सुट्टी घ्या, जवळच्या मल्टीप्लेक्समध्ये जा, तुमच्या सीटवर आरामात बसा आणि आत्तापर्यंतच्या ऐतिहासिक रोमांचक चित्रपटांमधील एक पाहण्यासाठी सज्ज व्हा!!",Positive,mr
632,गाज्रि मोनामनाय दं।,Negative,bd
633,जोबोद मोजां एप! गोबाव सम जेबो फोनांजाब गैयै आंनि फरायसालिनि लोगोफोरजों आं सोमोन्दो फसंफिननो हाबाय। बेयाव फटʼ आपलद खालामना जायजों गोसो  बिजों फटʼ हरलायनो जोबोद गोरलै  आरो आंनि गुबै लोगोफोरनो टेगबो होनो हायो। 5/5 खौ गनायथि होखागोन।,Positive,bd
634,ਸਟੈਂਡ ਵਿੱਚ ਸਿਰਫ਼ 3 ਪੱਧਰੀ ਲਾਕਿੰਗ ਹੈ ਅਤੇ ਇਸ ਵਿੱਚ ਸਥਿਰ ਰਬੜ ਵਾਲੀਆਂ ਲੱਤਾਂ ਵੀ ਨਹੀਂ ਹਨ,Negative,pa
635,"బాత్రూమ్‌లు మరియు గదులను క్రమం తప్పకుండా శుభ్రం చేయకపోవడం వల్ల పరిశుభ్రత ఆందోళన కలిగించే విషయం కొన్నిసార్లు, కొన్ని గదుల్లోని కొన్ని బెడ్ బగ్స్ బస చేసేవారికి  ఇబ్బందికరమైన మరియు అసౌకర్యమైన నిద్రను ఇస్తాయి.",Negative,te
636,ପିଲାମାନଙ୍କ ପାଇଁ ରଙ୍ଗୀନ ଏବଂ ଉତ୍ତମ ଗୁଣାତ୍ମକ କଟନ ସର୍ଟରୁ ବାଛିବା ପାଇଁ ଏକ ବିରାଟ ରେଞ୍ଜ ଅଛି | ମୋର କ୍ରୟକୁ ନେଇ ମୁଁ ଅତ୍ୟନ୍ତ ଖୁସି |,Positive,or
637,"আজকের দিনেও এই কথাটা সত্যি বলে মনে হয়। সাগর আর্য অসাধারণ নারেটিং করেন, তার অভিনয় এবং কণ্ঠ একজনকে পারমানেন্ট রুমমেট গল্পে শুনতে বাধ্য করে।",Positive,bn
638,"কাৰ্যালয়ৰ কেবিন, সৰু দোকান আদিৰ দৰে সৰু ঠাইৰ বাবে অতি কম্পেক্ট ডিজাইন কৰা হৈছে। এইখন ইমান সৰু যে আপুনি এটা সৰু মোনাত কঢ়িয়াব পাৰে।",Positive,as
639,ਕੁੱਤੇ ਦਾ ਬਿਸਤਰਾ ਬਹੁਤ ਪਤਲਾ ਹੁੰਦਾ ਹੈ। ਹੇਠਾਂ ਇੱਕ ਸਸਤੀ ਪੂੰਝਣਯੋਗ ਸਮੱਗਰੀ ਹੈ ਅਤੇ ਉੱਪਰਲੀ ਨਕਲੀ ਫਰ ਪਤਲੀ ਅਤੇ ਵਿਰਲ ਵਾਲੀ ਸੀ।,Negative,pa
640,ಇದು ತುಂಬಾ ದೊಡ್ಡದಾಗಿದೆ ಮತ್ತು ಕ್ಯಾಮರಾ ಹಾಟ್ ಶೂ ಫಿಕ್ಸ್ಡ್ ಫ್ಲ್ಯಾಷ್‌ನಲ್ಲಿ ಬಳಸಲಾಗುವುದಿಲ್ಲ ಏಕೆಂದರೆ ಅದು ಕೆಳಮುಖವಾಗಿ ಓರೆಯಾಗುತ್ತದೆ.,Negative,kn
641,এণ্ড্ৰ'ইড এপ্পটোৱে কিতাপ এখন বিচৰাৰ সময়ত খুব হতাশ কৰে। এপ্পটোৱে চৰ্ট বিকল্প বা ফিল্টাৰত ক্লিক কৰোতে সঁহাৰি দিয়াটো বহুত লেহেম হয়।,Negative,as
642,"અદ્ભુત સ્થળ, જેમાં મુખ્ય આકર્ષણ સંગીત સાથે સુવ્યવસ્થિત સ્વિમિંગ પૂલ છે. ખોરાક પણ ખૂબ જ સારો અને સ્વાદિષ્ટ હોય છે, મુખ્ય કોર્સ હંમેશા સી-ફૂડ પર ધ્યાન કેન્દ્રિત કરે છે; કાર પાર્કિંગની જગ્યા પણ હંમેશા ઉપલબ્ધ હોય છે.",Positive,gu
643,"પ્લોટ ખૂબ જ ગમ્યો, તમામ કલાકારો અને અભિનય શાનદાર હતા. તે મજાનું હતું છતાં પણ ભાવનાત્મક ઊંડાણ હતું.",Positive,gu
644,મોંઘું... અને ઘણાં ઓછાં પાનાંઓ છે. જો આપણને આ કિંમતે ત્રણ પુસ્તકો મળે તો તે યોગ્ય છે. વાસ્તવમાં ઘરે બેઠા પ્રિન્ટ લઈ શકો છો જેનો ખર્ચ ઓછો હશે.,Negative,gu
645,"बेयो सैमानि दादु जानाय आरो खोमोननि गथा खानायखौ गैया खालामो, जेब्लाबो सिखोन-साखोन खालामना लाखियो आरो गोबाव जोरोबो।",Positive,bd
646,इनटेक्सनि टावार स्पिकाराव गुबुन गुबुन रोखोमनि अदिअ दिहुनथाइ मद आरो वुफार लोगोसे दंफाखायो। नाथाय वाइफाइखौ मदद होग्रा मोजां सफ्टवेर गैयैनि थाखाय बेनि फोनांजाबा जोबोद लोरबां जायो।,Negative,bd
647,"ఈ డియోడరెంట్ నకిలీలు మార్కెట్‌లో పుష్కలంగా ఉన్నాయని తెలుస్తోంది. నేను ఇటీవల ఒకదాన్ని కొన్నాను, అది సగం ఖాళీ సీసాలో వచ్చింది, సీల్ సగం విరిగిపోయింది.",Negative,te
